feats,Top,p.value,FDR,logFC,cluster,ranking,hgnc_symbol
ENST00000005340,24,1.79474962493513e-05,0.0103691659580627,-0.224895928094851,4,13589,DVL2
ENST00000008527,4,4.13638433170217e-10,1.43387762858456e-06,-0.403043059901286,5,13803,CRY1
ENST00000008876,542,0.00659014584180762,0.168252704914608,-0.0775452669781996,4,11528,MAPK8IP2
ENST00000008876,1413,0.00661024413453531,0.0648316163752241,-0.0744923037113413,5,10484,MAPK8IP2
ENST00000009041,112,1.00853018496676e-05,0.00124859638792403,-0.167354437196411,5,12798,STARD3NL
ENST00000009180,12,5.39889537951812e-05,0.0597160038735934,-0.1677458760956,3,13263,CD9
ENST00000013070,93,0.000268295304736502,0.0392824781293709,-0.166423506276447,4,13239,UBR7
ENST00000019103,178,0.00213525718098578,0.16633413523342,-0.161336081891004,3,13188,SCTR
ENST00000040584,144,0.00263587832376491,0.252141635286358,-0.162373205564496,2,13154,HOXC8
ENST00000040663,291,0.00470238824097975,0.223396209927456,-0.200976889109242,3,13513,MRI1
ENST00000054950,470,0.0094267409633776,0.278108915315306,-0.0800800219108458,3,11558,RCN1
ENST00000054950,1632,0.00951805685004404,0.080868490369308,-0.0687300975455291,5,10148,RCN1
ENST00000055335,649,0.00900384568896392,0.192368758587325,-0.101146378795785,4,12256,PPP1R3F
ENST00000064724,656,0.00911984831242268,0.19266360133857,-0.064402316003927,4,10936,CLDN11
ENST00000072516,1674,0.00999836418618658,0.0828179915207068,-0.07161775827945,5,10327,IL1RAP
ENST00000083182,46,9.54824845594025e-07,0.000284597581345745,-0.251901070273027,5,13445,APPBP2
ENST00000157600,682,0.00969006291829415,0.197012334934115,-0.0615622879180683,4,10770,LMCD1
ENST00000157600,1653,0.00971281798131679,0.0814748542824795,-0.0591385757953097,5,9551,LMCD1
ENST00000159111,2,4.00969166546647e-07,0.00205914063850284,-0.231131701825287,4,13607,KDM4B
ENST00000160298,415,0.000286565733964351,0.00956127368860305,-0.175967144447044,5,12904,CAMSAP3
ENST00000166345,269,0.00584816601736457,0.299905472167826,-0.0816338408069279,2,11526,TRIP13
ENST00000166345,1341,0.00594161832244929,0.0613864406009672,-0.068135331697121,5,10109,TRIP13
ENST00000168977,431,0.008416207740416,0.27046377174458,-0.0519301650092526,3,10076,NMRK2
ENST00000168977,1546,0.0085045586086686,0.0762769790865451,-0.0445699841417995,5,8348,NMRK2
ENST00000172229,82,0.00540418893663096,0.686962772407768,-0.0963975568660729,1,12522,NGFR
ENST00000172229,1305,0.00552802716637716,0.0587360122902879,-0.075903588083522,5,10533,NGFR
ENST00000175756,601,0.00806395700757556,0.185725856256604,-0.261221172411425,4,13699,PTPN18
ENST00000176763,1323,0.00577608441913683,0.0604640540290363,-0.0691036640835069,5,10165,STK10
ENST00000194214,994,0.00285578444377641,0.0398373310839071,-0.0966164436076444,5,11326,IFT25
ENST00000200135,218,0.00307590778763133,0.195644666895853,-0.0855552632099078,3,11754,ZW10
ENST00000203630,108,9.05708779494506e-06,0.00116282943856211,-0.187892538391644,5,13033,MLF2
ENST00000204726,324,0.00751573702967979,0.321645708807222,0.5172776148711,2,3,GOLGA3
ENST00000204726,169,0.00199451933360574,0.163645000472055,-0.378866616342717,3,13839,GOLGA3
ENST00000206423,384,0.00686119667210641,0.247019340614016,-0.150493708885944,3,13086,CCDC80
ENST00000206423,567,0.00705722096549561,0.172584525410162,-0.137154618523847,4,12903,CCDC80
ENST00000206595,696,0.00998042877491335,0.19883423188642,-0.125905114666118,4,12745,G2E3
ENST00000215115,97,0.000951923248845284,0.133541506619921,-0.162843406854572,3,13204,BCL7C
ENST00000215567,8,1.6740749624667e-06,0.00262381616903087,-0.219627070562754,4,13565,TECR
ENST00000215793,209,0.00438163862585594,0.289972765767841,-0.254909103666799,2,13658,SF3A1
ENST00000215956,929,0.00235048205225227,0.0350826524612809,-0.110352754715858,5,11736,SNU13
ENST00000216029,347,0.00829907406270454,0.331628129548879,-0.0658238322936064,2,10804,CBY1
ENST00000216029,616,0.00838288862908508,0.188409841807816,-0.0571911985501826,4,10508,CBY1
ENST00000216034,614,0.000761499313556817,0.0171969861266756,-0.125545879850007,5,12073,TOMM22
ENST00000216038,9,4.06902389964205e-05,0.0516119680802764,-0.186061974266496,2,13340,RTCB
ENST00000216068,1039,0.0031771090106844,0.0423823048306678,-0.106661036091549,5,11636,DNAL4
ENST00000216160,343,0.00288169171351834,0.116348584511129,-0.103003216561745,4,12308,TAB1
ENST00000216160,1000,0.0028957103897987,0.0401519202649488,-0.0989479718152198,5,11396,TAB1
ENST00000216185,329,0.00548518198415022,0.229289419643298,-0.348484359897218,3,13822,TXN2
ENST00000216190,313,0.00695872983611057,0.308273954976067,-0.088620234140271,2,11780,EIF3D
ENST00000216218,293,0.0064696495519713,0.30535919307004,-0.16843421064293,2,13207,ST13
ENST00000216252,163,0.00938005433152099,0.686962772407768,0.28729302412326,1,109,PHF5A
ENST00000216252,131,1.34119518266172e-05,0.00141961926738835,-0.19380549289677,5,13080,PHF5A
ENST00000216392,154,0.000738417082271916,0.0661974491425881,-0.115864826628177,4,12566,PYGL
ENST00000216468,168,2.79914253394775e-05,0.00230601454359593,-0.186885249885559,5,13024,TMED8
ENST00000216487,116,0.000407431188976363,0.0483599965754397,-0.128627857057771,4,12784,RIN3
ENST00000216554,592,0.00069838123604876,0.0163284458917789,-0.118720320934767,5,11943,EIF5
ENST00000216832,188,0.00238904201833471,0.176204556522495,-0.118362108973516,3,12629,PNN
ENST00000217939,385,0.00687114715209814,0.247019340614016,-0.344627543602618,3,13819,MXRA5
ENST00000217971,433,0.00445919639301171,0.142797268326791,-0.427603790778055,4,13848,PGRMC1
ENST00000218197,613,0.000755575120261161,0.017091035265157,-0.112860051730063,5,11789,SLC25A14
ENST00000219400,75,0.000198250977326893,0.0358011724580963,-0.154014749852008,4,13119,CMC2
ENST00000219479,1661,0.0098499986249868,0.0822276224768615,-0.0533659113629751,5,9130,NME4
ENST00000219548,981,0.00275458506921004,0.038934838501189,-0.0741170114577346,5,10463,STUB1
ENST00000219746,1220,0.00479430259633184,0.05448999983667,-0.0805658545792467,5,10724,TOX3
ENST00000219821,851,0.00186240152380811,0.0303455458626596,-0.125213581232674,5,12067,TMC5
ENST00000220003,1087,0.00351141791733096,0.044792383479035,-0.074849538904944,5,10501,CSK
ENST00000220496,170,0.00202477780964805,0.164473352253625,-0.109305861803799,3,12417,DNAJC17
ENST00000220496,881,0.00207222881008084,0.0326146704660396,-0.0938136924142841,5,11241,DNAJC17
ENST00000221086,25,0.000135934037510807,0.0727031423176873,-0.186832078865989,3,13428,MTMR9
ENST00000221132,287,0.00626129135433472,0.30147249342955,-0.120568485682529,2,12547,TNFRSF10A
ENST00000221132,1389,0.00635717776069876,0.0634200562915453,-0.100631964427937,5,11450,TNFRSF10A
ENST00000221566,176,3.25299075589855e-05,0.00254458352854933,-0.158739054861512,5,12676,SGTA
ENST00000221665,903,0.00222456667762366,0.0340999701915792,-0.13325778790551,5,12220,FIZ1
ENST00000221855,959,0.00256708541067837,0.0371170034457417,-0.0862909980103679,5,10979,TBCB
ENST00000221978,344,0.000177557618681798,0.0071570172693076,-0.162080168986527,5,12723,NKG7
ENST00000222005,551,0.000599391391138979,0.015083776823109,-0.126541726216909,5,12090,CDC37
ENST00000222032,233,0.00354728229170342,0.207186934522447,-0.298354720037148,3,13781,CNFN
ENST00000222122,86,4.72543313697233e-06,0.000761893672991376,-0.234613359786374,5,13363,DBP
ENST00000222224,464,0.00924907674135316,0.27639590106811,-0.0835316975101173,3,11680,LENG1
ENST00000222224,1614,0.00933990190625644,0.0802244533862589,-0.0716925592803369,5,10335,LENG1
ENST00000222284,1349,0.00598799637105973,0.0615489678881499,-0.0572642467330041,5,9411,TMEM147
ENST00000222329,72,3.11257214184691e-06,0.00059942951831735,-0.215049072400085,5,13250,ERF
ENST00000222511,1207,0.00468681006220362,0.0538420118662099,-0.0846883734243988,5,10911,GTPBP10
ENST00000222547,27,3.52057057666654e-07,0.000180800857837253,-0.504110388487476,5,13840,BET1
ENST00000222803,301,0.000133815349101584,0.00615835488586207,-0.14274253885189,5,12427,FKBP14
ENST00000223073,143,0.000643343000092134,0.0623266296707146,-0.1174040614003,4,12595,RBM28
ENST00000223273,131,0.00235740446724031,0.245638339254318,-0.182846681261497,2,13322,YAE1
ENST00000223428,365,0.00637936820361079,0.242346080852787,-0.0901665100715983,3,11899,ZNF510
ENST00000223428,530,0.00643982611900833,0.168078525067933,-0.0805586032606903,4,11635,ZNF510
ENST00000223500,116,0.00687533532174003,0.686962772407768,-0.425215198426838,1,13863,CHMP5
ENST00000224140,850,0.001859987562487,0.0303418676958174,-0.118186246210326,5,11935,SETX
ENST00000224337,199,0.00263327746963718,0.183482539668287,-0.0881752788096124,3,11835,BLNK
ENST00000224337,329,0.00267414497343704,0.112543660326703,-0.0787795523790799,4,11569,BLNK
ENST00000224652,62,0.000143434239015151,0.0320783735190982,-0.168850883799909,4,13256,ATE1
ENST00000225296,230,6.28958394602323e-05,0.00379179873893731,-0.162400260325547,5,12727,DHX33
ENST00000225519,243,0.00526097329470786,0.297117865653211,-0.0853256430606048,2,11675,SHPK
ENST00000225519,1283,0.00535060369386663,0.0577478169821515,-0.0712166784600323,5,10306,SHPK
ENST00000225525,413,0.000283046456615157,0.00949362516929949,-0.143662680219001,5,12446,TAX1BP3
ENST00000225698,96,6.34519643685462e-06,0.000916484310348189,-0.177705110896088,5,12925,C1QBP
ENST00000225726,160,2.45833119787039e-05,0.00213045127435442,-0.581340644996643,5,13851,CCDC47
ENST00000225737,761,0.00138485329055091,0.0252330824267792,-0.112336329503094,5,11779,AKAP10
ENST00000225964,416,0.00811494568132998,0.268517907934839,-0.0637834603501575,3,10812,COL1A1
ENST00000225964,1518,0.00820227786860306,0.0749194432080136,-0.054743284867458,5,9242,COL1A1
ENST00000226299,189,0.00240187693480601,0.176213891947196,-0.106657949248433,3,12368,LAP3
ENST00000227451,92,0.000889245732956892,0.133541506619921,-0.0965412978901086,3,12120,DTX4
ENST00000227495,88,5.3567715266482e-06,0.000836854229485343,-0.221004372921715,5,13287,ST3GAL4
ENST00000227507,1357,0.00607649851746598,0.0620705834739065,-0.346532387845747,5,13714,CCND1
ENST00000227520,317,0.00014753150029606,0.0064532232905526,-0.133904230830566,5,12237,CCDC86
ENST00000227758,93,0.00577749173235478,0.686962772407768,-0.0960822353311257,1,12514,BIRC2
ENST00000228740,1255,0.00510502945559591,0.0564034569173648,-0.0853378232493691,5,10943,LTA4H
ENST00000228741,146,1.95458003886398e-05,0.00184383085007035,-0.201873424291309,5,13146,ELK3
ENST00000228872,60,0.000814999245827725,0.182916524038995,-0.324008175113768,2,13795,CDKN1B
ENST00000229195,657,0.000918621402376393,0.0193875256702451,-0.356976800557231,5,13737,CNOT2
ENST00000229266,869,0.00199833581829911,0.0318859890178774,-0.119399256779581,5,11955,CHPT1
ENST00000229328,305,0.00502211334388377,0.227351841175972,-0.202787939923154,3,13525,PRKAB1
ENST00000229465,106,8.31351417513445e-06,0.00108407191060577,-0.208744521306021,5,13199,LINC03033
ENST00000229563,208,0.00435485817326218,0.289972765767841,-0.169293423089642,2,13217,TMEM14C
ENST00000229570,333,0.00552002590876967,0.229289419643298,-0.0824508875450541,3,11642,SMIM8
ENST00000229829,63,2.12125288794835e-06,0.000466877659433203,-0.212723033648893,5,13233,HLA-DOA
ENST00000229903,230,0.00337007843997006,0.203171772385326,-0.0925621986199623,3,11976,SAYSD1
ENST00000229903,1081,0.00343141047383923,0.0439918048106829,-0.0794431468470543,5,10676,SAYSD1
ENST00000230048,350,0.000186267761865817,0.00737939653151836,-0.17833873179274,5,12936,ACOT13
ENST00000230050,295,0.0174602130955828,0.686962772407768,0.458644855368241,1,9,RPS12
ENST00000230361,441,0.00461173649831817,0.145003034661405,-0.0687100001441208,4,11159,GUCA1B
ENST00000230361,1203,0.0046291749147272,0.0533567243288506,-0.0660048820282105,5,9990,GUCA1B
ENST00000231498,285,0.000120195485119493,0.00583060099528497,-0.350684314614889,5,13726,NUP155
ENST00000232458,1587,0.00902653530716713,0.0788670060297286,-0.225057850588027,5,13310,ECT2
ENST00000232508,31,0.00178491983890375,0.686962772407768,-0.186175883214017,1,13572,CYB561D2
ENST00000232766,647,0.00899083255313267,0.192368758587325,-0.0631253181342905,4,10872,KLHL18
ENST00000233055,294,0.00651707637093621,0.30535919307004,-0.0824022738517811,2,11557,WDFY1
ENST00000233055,543,0.00659429235383331,0.168252704914608,-0.0715954182646622,4,11277,WDFY1
ENST00000233379,151,0.00905669867910797,0.686962772407768,-0.0749150420099389,1,11905,FAHD2A
ENST00000233596,779,0.00146803851285569,0.0261307086254904,-0.111468352609843,5,11761,REEP6
ENST00000233615,320,0.00261237075359602,0.112543660326703,-0.0838146889480028,4,11752,WBP1
ENST00000233813,591,0.000695472185807533,0.016317118998997,0.592913568045863,5,24,IGFBP5
ENST00000234111,244,0.00162329248937743,0.0922482526955222,-0.110198298151955,4,12443,ODC1
ENST00000234111,811,0.00163364729503557,0.0279311385856514,-0.105859782476681,5,11616,ODC1
ENST00000234160,132,0.00238544306186616,0.245638339254318,-0.118879251217949,2,12517,GORASP2
ENST00000234179,108,0.0065156470200981,0.686962772407768,-0.175424920857038,1,13512,PRKD3
ENST00000234677,871,0.00202535893284514,0.0322429701065795,-0.0885813725353998,5,11067,SARS1
ENST00000235345,486,0.0098886661479015,0.2810970799181,-0.0675464463976668,3,11022,SLC35D1
ENST00000235382,767,0.00140741445294989,0.025413600751871,-0.109998775637652,5,11731,RGS2
ENST00000237530,134,0.00148879989549851,0.154057457843152,-0.213034453200404,3,13574,RPN2
ENST00000237642,122,1.25486596233078e-05,0.00141488521923721,-0.190209695421832,5,13054,STBD1
ENST00000237696,35,4.01088599663266e-05,0.0156653884763274,-0.177251541960077,4,13323,RARRES1
ENST00000237853,303,0.00498675243925757,0.227351841175972,-0.218187220499635,3,13597,ELL2
ENST00000238081,31,4.7775133092101e-07,0.000213693546920991,-0.256845536273576,5,13468,YWHAQ
ENST00000238609,108,0.00190984789945879,0.242524140938147,-0.163410530944752,2,13158,IFI27L2
ENST00000238651,211,5.24372646889481e-05,0.00343528036652675,-0.119470471334501,5,11957,ACOT2
ENST00000238738,570,0.0118020624201699,0.287100697400133,0.455901804333283,3,10,RHOQ
ENST00000238789,827,0.00172206178917169,0.0288701316588144,-0.0952523478861092,5,11286,ATAD2B
ENST00000238892,107,0.000367593903127153,0.0476274179923304,-0.208718109387854,4,13523,CRIPT
ENST00000239231,436,0.00452665274257921,0.143960015891292,-0.389294496121846,4,13838,PANK3
ENST00000240100,215,0.0013275273586622,0.0854236214117459,-0.123850063212599,4,12706,DUSP4
ENST00000240159,447,0.00882592638671706,0.273781421204069,-0.0874430150830541,3,11818,RNF170
ENST00000240316,1165,0.00424935037754319,0.0505763882703982,-0.0800832061229757,5,10708,COIL
ENST00000241305,794,0.00155954966113591,0.0272351581880486,-0.0868166161964417,5,11004,CPXM2
ENST00000241704,644,0.00893830088114117,0.192368758587325,-0.0884519676493878,4,11891,COPA
ENST00000242159,3,0.000253350282566383,0.686962772407768,-0.224281355003022,1,13706,HOXA7
ENST00000242351,950,0.00248939562918571,0.0363346945203043,-0.395372830832823,5,13793,ZC3HAV1
ENST00000242465,230,0.00494380567788985,0.29600679379459,-0.224534787553687,2,13549,SRGN
ENST00000242719,130,0.00147296451530961,0.154057457843152,-0.472012902043485,3,13863,RNF11
ENST00000242839,334,0.00273251928256925,0.113196532595532,-0.111191801569123,4,12468,ATP7B
ENST00000243300,263,0.0057072970743533,0.299905472167826,-0.0816485523284187,2,11528,NRK
ENST00000243300,345,0.00572272518961769,0.229605642093877,-0.0794013444661687,3,11518,NRK
ENST00000243326,322,0.000154233478351336,0.0066416192882597,-0.13126805758986,5,12183,RIF1
ENST00000243389,460,0.00038505751308685,0.0115848821717533,-0.122487865394964,5,12014,SLC36A1
ENST00000243498,105,7.99243536400159e-06,0.00105545817864044,-0.219530719014516,5,13280,EXOSC9
ENST00000243563,24,0.00145381831371619,0.686962772407768,-0.319719437105714,1,13829,SNRPA
ENST00000243786,595,0.000703490859415292,0.0163942928683234,-0.115272529036872,5,11849,INHA
ENST00000243918,90,0.00134136024164704,0.206501937875183,-0.212388727833548,2,13489,SYS1
ENST00000243924,81,4.00330625989787e-06,0.000685306723453628,-0.255734793291002,5,13463,PI3
ENST00000244137,447,0.00473944414223152,0.147018193459021,-0.0729122532544664,4,11332,PEPD
ENST00000244137,1215,0.00475708613151457,0.0542895113576798,-0.0700416921027157,5,10225,PEPD
ENST00000244519,192,4.28678087224366e-05,0.00306626748854206,-0.183731133957964,5,12983,BTN3A3
ENST00000244571,90,0.000843481820610906,0.129385892544222,-0.120005672932774,3,12661,AARS2
ENST00000245046,76,3.42770252501157e-06,0.000625375305418559,-0.491445640511279,5,13838,EMC3
ENST00000245457,438,0.000332950907500313,0.0105404047566195,-0.122111565605746,5,12007,PTGER2
ENST00000245908,331,0.00785000987841861,0.328846637384146,-0.103456175733142,2,12174,SH2D3A
ENST00000245932,1198,0.00457634854877636,0.0529679874602112,-0.087520899046079,5,11030,VASP
ENST00000246069,812,0.00163702429456774,0.0279501110520416,0.661040801618228,5,14,DSTN
ENST00000246071,575,0.000647373031890419,0.0156112599307696,-0.11576184541124,5,11860,SNRPB2
ENST00000246186,135,0.00153390465764456,0.155992866138719,-0.1229151715953,3,12716,MMP24
ENST00000246186,797,0.00157468174520664,0.0273959059962801,-0.105494123652659,5,11598,MMP24
ENST00000246529,72,0.000643870487688768,0.122710101084637,-0.13442576142941,3,12892,LRFN3
ENST00000246535,229,6.25886477049448e-05,0.00378975628417801,-0.132336809645146,5,12200,PDCD2L
ENST00000246747,171,0.00985451905182921,0.686962772407768,-0.367542995683186,1,13853,ARL2
ENST00000247225,82,4.15180589199742e-06,0.000702060249980929,-0.254362346080342,5,13456,SGPP1
ENST00000247461,775,0.00143786648336995,0.0257257505269777,-0.0930928705725006,5,11209,CANX
ENST00000248071,137,0.00839858915524217,0.686962772407768,-0.06796168041512,1,11642,KLF2
ENST00000248071,1551,0.00854341874455965,0.0763784940761213,-0.0535131341851339,5,9142,KLF2
ENST00000248114,74,3.25802020269343e-06,0.000610482542304691,-0.193598033614999,5,13078,GFER
ENST00000248924,313,0.0024672108031263,0.109298226824758,-0.0624248595863081,4,10829,GCAT
ENST00000248924,949,0.00248017678250285,0.0362382837367592,-0.0599671879490519,5,9599,GCAT
ENST00000249014,162,0.00192764717787888,0.163645000472055,-0.331003858424873,3,13811,CDC42EP1
ENST00000249075,191,0.0024820026331906,0.180185594302727,-0.13598168588572,3,12916,LIF
ENST00000249075,954,0.00253476524062971,0.0368417765477689,-0.116708691035776,5,11890,LIF
ENST00000249363,468,0.00934182900353719,0.276781625989416,-0.067700478414218,3,11029,LRRC4
ENST00000249822,248,0.00166521508470283,0.0928948874979175,-0.203934307051622,4,13495,ARPP19
ENST00000249923,916,0.00229997743053414,0.0348160338993301,-0.133998773695296,5,12241,COPB1
ENST00000250244,378,0.00337774059204176,0.123308324311612,-0.0798004523333503,4,11612,AP1M2
ENST00000250244,1069,0.00339288457733205,0.0439918048106829,-0.0766587022414861,5,10564,AP1M2
ENST00000250405,150,2.02923576562756e-05,0.00187582554174611,-0.214458789492466,5,13246,BCL2L2
ENST00000250559,402,0.00743652169241912,0.256504501957919,-0.217831889759063,3,13592,RAP1B
ENST00000251241,17,0.00108289445020502,0.686962772407768,-0.2247110732089,1,13707,DHX40
ENST00000251241,394,0.000258118650164413,0.00908394214005013,-0.195239450524658,5,13089,DHX40
ENST00000251287,294,0.00480693431007749,0.226710718175287,-0.103381348210287,3,12297,HCN2
ENST00000251334,463,0.00504529679485445,0.150880779111792,-0.0659412511897138,4,11024,INTS2
ENST00000251481,29,4.03434513134617e-07,0.000192897343418089,-0.389321228910945,5,13785,SULT1C2
ENST00000251547,574,0.000646456217366762,0.0156112599307696,-0.0947336379877081,5,11264,FBXO44
ENST00000251810,2524,0.0245717349873396,0.134988778658657,0.704413564874624,5,8,RRM2B
ENST00000252207,49,0.000479645266826361,0.135729821832945,-0.160396472367022,2,13139,ZSCAN9
ENST00000252207,514,0.000503971972895215,0.0135954773855351,-0.133874221030743,5,12235,ZSCAN9
ENST00000252288,145,0.00885489410167735,0.686962772407768,-0.0680069600029591,1,11643,GAMT
ENST00000252445,67,0.000574845376653818,0.118967253622117,-0.459668070723739,3,13860,ELOF1
ENST00000252490,217,0.00133711591455232,0.0854236214117459,-0.124273066842222,4,12714,APOC2
ENST00000252512,1326,0.00578577380199649,0.0604640540290363,-0.304977898422107,5,13623,XPO7
ENST00000253115,256,0.00175528078676516,0.0950731382393973,-0.09422206855705,4,12077,ZNF426
ENST00000253122,240,0.00360610747272601,0.207186934522447,0.608470417955712,3,2,SLC6A8
ENST00000253329,658,0.000925516882244823,0.0195033694364844,-0.189255262838489,5,13044,PPIL4
ENST00000253452,504,0.00587372724747664,0.161099427287383,-0.520193959182636,4,13862,COX4I1
ENST00000253699,131,0.00147618841486791,0.154057457843152,-0.128690842435394,3,12810,RBSN
ENST00000253754,148,1.97224159142509e-05,0.00184777715585813,-0.167781710218927,5,12801,PDLIM4
ENST00000253788,1007,0.00292842653046071,0.0403161170511361,-0.659251858368914,5,13862,RPL27
ENST00000254035,646,0.00897123200461418,0.192368758587325,-0.0587451094890671,4,10593,CKMT2
ENST00000254101,455,0.000377085106444179,0.0114885564077635,-0.108876756349052,5,11707,PRKAB2
ENST00000254286,272,0.000107457031881976,0.00547793825027749,-0.17338999537317,5,12874,ACTR10
ENST00000254605,65,0.000861453449045172,0.182916524038995,-0.118303288297049,2,12509,RRP8
ENST00000254630,113,0.00112265075971079,0.135671145297119,-0.131037261230649,3,12846,PTCD3
ENST00000254630,714,0.00115675487438291,0.0224643740731,-0.112465050977486,5,11784,PTCD3
ENST00000254770,36,0.000231422519139128,0.0891362402884207,-0.173055122141803,3,13309,LANCL2
ENST00000254878,262,0.000100586813220988,0.00532130628391264,-0.373453642456086,5,13766,RIDA
ENST00000254908,418,0.00409850604617509,0.135956662287713,-0.134856021728913,4,12876,PCBD2
ENST00000254950,693,0.00994241794142995,0.198717380212208,-0.0795044214139722,4,11598,VPS4A
ENST00000254950,1669,0.00996532571457244,0.0827789221503428,-0.0763743260827135,5,10556,VPS4A
ENST00000254998,456,0.00495512584508082,0.150444833743646,-0.0918130478630679,4,12001,NXT1
ENST00000255087,47,9.66965944924256e-07,0.000284597581345745,-0.264661174359191,5,13506,TESMIN
ENST00000255305,440,0.000339216053889662,0.0106899313709865,-0.147383339386236,5,12505,XPO4
ENST00000256108,75,0.00521826688409759,0.686962772407768,0.423394068464276,1,16,IMPA1
ENST00000256108,264,0.0057959642004164,0.299905472167826,-0.27391890277382,2,13721,IMPA1
ENST00000256458,128,0.000522254523552444,0.0565748533092046,-0.124539050474687,4,12724,IRAK2
ENST00000256474,125,0.00130233617567008,0.143567758089888,-0.109366893147351,3,12421,VHL
ENST00000256474,749,0.001339505189073,0.0247717583096137,-0.0938660736461515,5,11244,VHL
ENST00000256689,569,0.00719902396777599,0.175224454367376,-0.672235725548553,4,13866,SLC38A2
ENST00000257572,117,0.00116211096540479,0.136586026053666,-0.137373412984284,3,12938,HRK
ENST00000258106,49,0.000388245776516563,0.109865631370993,-0.160908395469782,3,13182,EMX1
ENST00000258187,153,0.000729876906772603,0.0661468835902543,-0.154669483949632,4,13126,NDRG4
ENST00000258281,117,1.11455149276066e-05,0.00131753479392654,-0.214728419517934,5,13248,TAF5L
ENST00000258415,23,0.000122711635719495,0.0727031423176873,-0.175602312195661,3,13333,CYP27A1
ENST00000258484,1410,0.00658519746178292,0.0647591120603419,-0.0863585133807463,5,10984,EPC2
ENST00000258711,48,0.000376258326985081,0.108691624207815,-0.188763641705316,3,13444,CHST12
ENST00000258711,471,0.000393515036989457,0.0115848821717533,-0.162009739731334,5,12718,CHST12
ENST00000258886,1406,0.0065291386441547,0.0643548248724913,-0.400280257001853,5,13799,IREB2
ENST00000259467,34,3.55721092299018e-05,0.0145071431347594,-0.190953472584598,4,13425,PDCL
ENST00000259667,60,0.000495137642600831,0.114426309205052,-0.15268506024634,3,13110,HINT2
ENST00000259667,519,0.000515758136888892,0.0137558163680972,-0.131044658006701,5,12179,HINT2
ENST00000259939,33,5.34564837263355e-07,0.000216422855882259,-0.268999098883757,5,13524,RNF144B
ENST00000260010,139,0.000631194961561684,0.0623266296707146,-0.259468754059922,4,13690,TLR2
ENST00000260102,935,0.00239272987278078,0.0354840560598699,-0.0840966765329801,5,10889,MRPL15
ENST00000260130,926,0.00234388256298951,0.0350826524612809,-0.108846263019389,5,11705,SDCBP
ENST00000260327,1668,0.00995757643598278,0.082776831451641,-0.0575476493736436,5,9431,CTDSPL2
ENST00000260359,216,0.00133391507446643,0.0854236214117459,-0.127722014704084,4,12771,NUSAP1
ENST00000260363,376,0.000230589139132595,0.00849823035162796,-0.150468898024663,5,12561,KIF23
ENST00000260385,430,0.000315053834223437,0.0101593871287027,-0.157771817130504,5,12663,RMDN3
ENST00000260443,483,0.00539396891672619,0.154850461696326,-0.0963080530145212,4,12133,RSL24D1
ENST00000260643,262,0.00182795126279359,0.0966358362772747,-0.115890781965874,4,12567,PREB
ENST00000261024,320,0.000151062390236748,0.0065457221969461,-0.170294315018678,5,12835,SLC40A1
ENST00000261263,226,0.00327008080162391,0.200632479625297,-0.464388521273706,3,13861,RAB21
ENST00000261304,34,0.000230861847927625,0.0891362402884207,-0.151880136993685,3,13103,GALC
ENST00000261368,1492,0.00771245712693056,0.0716762268914337,-0.0917389548873722,5,11167,SNCAIP
ENST00000261369,1350,0.00602970482385622,0.0619120192486991,-0.0635977639944481,5,9836,SNX24
ENST00000261374,598,0.000708957680158494,0.0164262791459108,-0.12179088165436,5,12001,HS3ST2
ENST00000261464,995,0.00285968956150189,0.0398517140299348,-0.0945890814017941,5,11262,TRAF5
ENST00000261479,160,0.00309287845678731,0.266493789241051,-0.198163076401252,2,13414,PSMA6
ENST00000261588,401,0.00742383589473817,0.256504501957919,-0.230022237474078,3,13642,KATNIP
ENST00000261597,162,0.00317551547525491,0.266493789241051,-0.101279246414837,2,12130,NDC80
ENST00000261600,354,0.000197915638939535,0.00775214270347103,-0.121500582251465,5,11999,THOC1
ENST00000261622,1227,0.00484446818787187,0.0547094638507451,-0.0820851168213047,5,10793,SLC7A5
ENST00000261655,406,0.000268587383811481,0.00917298685697043,-0.105504742423174,5,11600,RIMBP2
ENST00000261745,449,0.00890513585540073,0.27500804848772,-0.0585170045506255,3,10500,NAA25
ENST00000261745,1582,0.00899499182805058,0.0788373806931665,-0.0502232558741589,5,8858,NAA25
ENST00000261751,477,0.00962123898879188,0.279301545360026,-0.0825206297159095,3,11646,CHRNB4
ENST00000261778,648,0.00086568770832058,0.0185241138326746,-0.124398686690367,5,12043,TANGO6
ENST00000261797,92,0.0013926579507536,0.209430846068587,-0.182919666980812,2,13323,NDST1
ENST00000261837,346,0.00825739260393488,0.330916201867518,-0.14599249563252,2,12985,GNB5
ENST00000261837,429,0.000308588765421439,0.00997410680963559,-0.150950874479548,5,12569,GNB5
ENST00000261867,650,0.00903544580647717,0.192452169822164,-0.0612646606781397,4,10757,SLC30A4
ENST00000261867,1588,0.00905775442434048,0.0790893372879038,-0.0588526661632523,5,9535,SLC30A4
ENST00000261908,328,0.00763021034098563,0.322562489597887,-0.217248109293948,2,13515,NEO1
ENST00000261973,43,9.01886680421203e-07,0.000284597581345745,-0.259757346401016,5,13484,RBM25
ENST00000262053,922,0.00233390492158924,0.0350732188751434,-0.130232943261532,5,12163,ATF1
